index,quote_text
15285,"Ka'b ibn 'Iyad said, ""I heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""Every community has a trial, and the trial of my community is wealth."""
15286,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The poor will enter the Garden five hundred years before the rich."""
15512,You stand in your owne light.
15786,"The French are … the most brilliant and the most dangerous nation of Europe, and the one that is surest to inspire admiration, hatred, terror, or pity, but never indifference."
15799,"Genius, all over the world, stands hand in hand, and one shock of recognition runs the whole circle round."
15809,Nothing so aggravates an earnest person as a passive resistance.
15914,"I have so strong a sense of creation, of tomorrow, that I cannot get drunk, knowing I will be less alive, less well, less creative the next day."
15926,"No desire of the body, but for what lies in there, what lies in the flesh, the world, the thought, the creation, the illumination."
15928,"I say quotations are literary. They are good only when dealing with ideas, not with experience. Experience should be pure, unique."
16007,"And Chaucer, with his infantineFamiliar clasp of things divine."
16035,"Grown men may learn from very little children, for the hearts of little children are pure, and, therefore, the Great Spirit may show to them many things which older people miss."
16036,"All the things of the universe are joined with you who smoke the pipe — All send their voices to Wakan-Tanka, the Great Spirit. When you pray with this pipe, you pray for and with everything."
16168,"""Imagination, of course, can open any door - turn the key and let terror walk right in."""
16193,One of the greatest necessities in America is to discover creative solitude.
16255,The figure of Lenin is a giant in history and his luminous ideas represents the common heritage of revolutionary fighters in every corner of the Earth.
16267,"Ho Chi Minh was, is and will be an eternal example."
16468,"On each national day of inauguration since 1789, the people have renewed their sense of dedication to the United States."
16586,He who discommendeth others obliquely commendeth himself.
16653,Thirkukkural was written to show a good path to the people to create values in life and to develop a good order in the society.
16656,All the movies are about strange worlds that you can't go into unless you build them and film them. That's what's so important about film to me. I just like going into strange worlds.
16904,"I don't know anything, but I do know that everything is interesting if you go into it deeply enough."
16988,"I'm not saying I'm gonna change the world, but I guarantee that I will spark the brain that will change the world."
17201,"It seems to me that in many ways, ideas have a life of their own. They appear to seize on people and make use of them."
17243,"Deke looked at her through a wash of tears. Student. That fed look, the oversize sweatshirt, teeth so straight and white they could be used as a credit reference."
17450,The reason he liked attending rich patients rather than poor ones was the he could exercise his active imagination in prescribing for their ailments.
17660,"""I'd like to think I am taking people on a journey; I am not just entertaining people, but giving them something to think about when they leave."""
17777,"In the end, I am moved by causes and ideas that I can actually choose to support because they conform to values and principles that I believe in."
17788,"Obviously, Anarchism, or any other social theory, making man a conscious social unit, will act as a leaven for rebellion."
17889,Our body is dependent on heaven and heaven on the Spirit.
17989,"No impetus created by any movement whatever can be immediately consumed, but if it finds an object which has a great resistance it consumes itself in a reflex movement."
17994,Feathers shall raise men towards the heaven even as they do the birds:—That is by the letters written by their quills.
18042,Spirit is man's new power if he is to be truly mighty in his civilization.
18342,It was the craving to be a one and only people which impelled the ancient Hebrews to invent a one and only God whose one and only people they were to be.
18446,When God comes at me do I bow the stallion's legs or meet him with flared nostrils?
18811,"I started to write in March of 1978, moved by a seminal idea. I wanted to poison a monk."
18838,"Why are women wearing perfumes that smell like flowers to attract men? Men don't like flowers. I have a great idea for a scent that will attract men — how about ""New Car Interior""?"
18864,I think the author who influenced me the most as a writer was Richard Matheson. Books like I Am Legend were an inspiration to me.
19096,"On the stage on which we are observing it, — Universal History — Spirit displays itself in its most concrete reality."
19128,"I don't really deeply feel that anyone needs an airtight reason for quoting from the works of writers he loves, but it's always nice, I'll grant you, if he has one."
19137,"# History is a child building a sand-castle by the sea, and that child is the whole majesty of man's power in the world."
19205,"I thought I might die. But then I thought, 'Other people have made it through these things before'. I kept my eyes on the lights on shore and kept swimming."
19345,"Live out of your imagination, not your history."
19368,Our choices make the legacy to our children.
19372,Spiritual Intelligence represents our drive for meaning and connection with the infinite.
19479,I am not joking. I'm speaking of spirit. Not dogma but spirit. The Way.
19598,He does not give credit where due. This is an especially damaging trait in a company that depends on innovation for its surival.
19681,Often the best in us springs from the worst in us.
19912,"Children (nay, and men too) do most by example."
19926,The fault is in the one who blames. Spirit sees nothing to criticize.
19934,Whoever gives reverence receives reverence.
