index,quote_text
17253,"Time moves in one direction, memory in another.We are that strange species that constructs artifacts intended to counter the natural flow of forgetting."
17257,"In an expanding universe, time is on the side of the outcast."
17471,Who is there who has not felt a sudden startled pang at reliving an old experience or feeling an old emotion?
17520,"Alas, time and head injuries are stealing all my memories."
17526,"Just as people in zombie apocalypses seem never to have seen a zombie apocalypse movie, so people in novels about the pioneering days of time travel never seem to have read novels on the subject."
17568,"A whole lifetime was too short to bring out, the full flavour; to extract every ounce of pleasure, every shade of meaning."
17685,"How marvelous books are, crossing worlds and centuries, defeating ignorance and, finally, cruel time itself."
17874,"I am still hopeful. A falcon, Time. But the coincidence is probably accidental."
17881,Of the horse I will say nothing because I know the times.
17906,The knowledge of past times and of the places on the earth is both an ornament and nutriment to the human mind.
17911,"The water you touch in a river is the last of that which has passed, and the first of that which is coming. Thus it is with time present."
17928,Be not false about the past.
17931,We are deceived by promises and time disappoints us...
18040,"Architecture is intrinsic to Time, Place and Man."
18167,"A newspaper is not only a collective propagandist and a collective agitator, it is also a collective organiser."
18279,The train of history makes sharp turns and those who are not skilled riders fall off the train.
18334,I really resist the idea of being dragged back to that period of time that you insist on bringing up.
18395,It is the malady of our age that the young are so busy teaching us that they have no time left to learn.
18471,Time is everything; five minutes make the difference between victory and defeat.
18599,"Advancing bourgeois society liquidates memory, time, recollection as irrational leftovers of the past."
18719,"One right-thinking man thinks like all other right-thinking men of his time—that is to say, in most cases, like some wrong-thinking man of another time."
18756,"In any race between human numbers and natural resources, time is against us."
18948,I don't think time matters much if you're a Breaker.
18954,"America's two great specialties are demagogues and rock and roll, and we've all heard plenty of both in our time."
18956,The past is obdurate. it doesn't want to change.
19039,Sodomy is as old as the human species.
19099,"I actually didn't want to have control of the writing on my first album. To write, you have to have time to connect with yourself. I don't have that time right now, because I'm so busy."
19108,There's no more to Holden Caulfield. Read the book again. It's all there. Holden Caulfield is only a frozen moment in time.
19141,# Time is a game played beautifully by children.
19147,#* Proclus in Tim. 54 A (comp. 24 B).
19160,"While it is well enough to leave footprints on the sands of time, it is even more important to make sure they point in a commendable direction."
19166,"Time changes all things and cultivates even in herself an appreciation of irony, — and, therefore, why shouldn't I have changed a trifle?"
19168,"Hey, my masters, lords and brothers, ye that till the fields of rhyme, Are ye deaf ye will not hearken to the clamor of your time?"
19188,The touch of time does more than the club of Hercules.
19189,"I do that which I do in every place. Here also, at the gateway of that garden into which time has not entered, I fight with time my ever-losing battle, because to do that diverts me."
19190,I take it that I must be the eternal playfellow of time. For piety and common-sense and death are rightfully time's toys; and it is with these three that I divert myself.
19538,"Concealment does not veil Him His pre-existence preceded time, His being preceded not-being, His eternity preceded limit."
19587,"...in serial music, the series itself is seldom audible... What I'm interested in is a compositional process and a sounding music that are one in the same thing."
19589,Time is Life.
19590,"Lots of things take time, and time was Momo's only form of wealth."
19824,That's not really a number I'm terribly interested in.
20007,"The phenomenon of music is given to us with the sole purpose of establishing an order in things, including, and particularly, the co-ordination between man and time."
20008,Music's exclusive function is to structure the flow of time and keep order in it.
20068,"His vices were the vices of his time and culture, but his virtues transcended the milieu of his life."
20175,"Wasting our time? This is a waste of time, to live in peace and plenty with my wife and children? May I waste the rest of my life, then."
20238,"""I want to know how many years I got.""""Many,"" said Ta-Kumsaw. ""Or few. All that matters is what you do with however many years you have."""
20360,"Democracy is timelessly human, and timelessness always implies a certain amount of potential youthfulness."
20636,All of us have a place in history. Mine is clouds.
