index,quote_text
11656,Reserve your abuse for your true friends.
11818,My chest of books divide amongst my friends.
11842,"I can scarcely bid you good-bye, even in a letter. I always made an awkward bow. God bless you!"
11929,I wouldn't be doing this interview if I didn't like you.
11998,"It's no good trying to keep up old friendships. It's painful for both sides. The fact is, one grows out of people, and the only thing is to face it."
12019,I have been forced to conclude from this that we know our friends by their defects rather than by their merits.
12033,"He was the kind of man with whom one would have hesitated to pass a lonely evening, but with whom one might cheerfully have looked forward to spending six months."
12035,Almost all the people who have had most effect on me I seem to have met by chance.
12114,"I greet you, my educated fellow bourgeois, whose interests and whose doubts I share."
12121,The friendships which last are those wherein each friend respects the other's dignity to the point of not really wanting anything from him.
12509,"Since it is difficult to approve the reasons people invoke, each time we leave one of our 'fellow men', the question which comes to mind is invariably the same: how does he keep from killing himself?"
12517,"Since it is difficult to approve the reasons people invoke, each time we leave one of our 'fellow men', the question which comes to mind is invariably the same: how does he keep from killing himself?"
12699,I get along quite well with someone only when he is at his lowest point and has neither the desire nor the strength to restore his habitual illusions.
12872,"My friend, the pleasures to which we are not accustomed oppress us more than the griefs with which we are familiar."
13034,The world's an Inn; and I her guest.
13055,"As the Italians say, Good company in a journey makes the way to seem the shorter."
13063,Good company and good discourse are the very sinews of virtue.
13126,"If boys and men are to be welded together in the glow of transient feeling, they must be made of metal that will mix, else they inevitably fall asunder when the heat dies out."
13133,He hated the thought of the past; there was nothing that called out his love and fellowship toward the strangers he had come amongst; and the future was all dark.
13167,People glorify all sorts of bravery except the bravery they might show on behalf of their nearest neighbors.
13252,"Men met each other with erected look,The steps were higher that they took;Friends to congratulate their friends made haste,And long inveterate foes saluted as they passed."
13264,"Words, once my stock, are wanting to commendSo great a poet and so good a friend."
13621,"&nbsp;&nbsp; He to the town return'd,Attended by the chiefs who fought the field,Now friendly mix'd, and in one troop compell'd."
13755,IT is in this we differ; I would seekTo blend my very being into thine—I'm even jealous of thy memory:I wish our childhood had been pass'd together.
13784,For when do friends not delight in the sorrow of the prosperous?
13950,"I would have rather been a slaveIn fettered bondage by thy side,Than shared in all the world could give,Had it not given thee beside."
14173,"But of his cheere did seeme too solemne sad; Yet nothing did he dread, but ever was ydrad."
14258,"Books, like friends, should be few and well chosen."
14267,"Like all of my friends, she's a lousy judge of character."
14271,"Friends always say, ""How can you eat those? I read in the paper that they're made from hog's lips.""""And...?""""And hearts and eyelids."""
14290,"Dad on friendship: ""Sure, some people are nice. Real nice. Nice like carpets so you can walk all over them."""
14321,"I have had playmates, I have had companions,In my days of childhood, in my joyful school days—All, all are gone, the old familiar faces."
14354,"Thou through such a mist dost show us,That our best friends do not know us."
14408,"Like summer friends,Flies of estate and sunneshine."
14430,Friendship! mysterious cement of the soul!Sweetener of life! and solder of society!
14441,Friendship includes charity. But there's no charity in sex.
14459,Any man in the company of two women is outnumbered four to one however amiable they may be.
14593,"There is a sort of an unwritten code in Washington, among the underworld and the hustlers and these other guys that I am their friend."
14697,They are marvellous friends and frightful enemies.
14749,Never explain — your friends do not need it and your enemies will not believe you anyhow.
14767,"If men could only know each other, they would never either idolize or hate."
14791,"Your friend is the man who knows all about you, and still likes you."
14797,A pessimist is a man who has been compelled to live with an optimist.
14826,"In all things social as separate as the fingers, yet one as the hand in all things essential to mutual progress."
14832,"In all things that are purely social we can be as separate as the fingers, yet one as the hand in all things essential to mutual progress."
14854,"I won't say goodbye, I'll just say until we meet again. To God be the glory."
14879,My advice to all who have the time or inclination to concern themselves with the international language movement would be: 'Back Esperanto loyally.'
15161,Gail has said in interviews that one of the things that makes our relationship work is the fact that we hardly ever get to talk to each other.
15192,"In the vastness of space and the immensity of time, it is my joy to share a planet and an epoch with Annie."
15351,"Oh God, highest friend in heaven!"
15395,"When friends do business, there is no need of contracts. Unfortunately, there are no friends in business."
15439,"Ka me, ka the, one good tourne askth an other."
15492,Yee have many strings to your bowe.
15730,"""Any time you offer your honor, I will gladly honor your offer.""""'—and all night long it was on 'er and off 'er,'"" Mary said."
15743,So many of my thoughts and feelings are shared by the English that England has turned into a second native land of the mind for me.
15784,Alternative translation: In politics... shared hatreds are almost always the basis of friendships.
15788,"Truth is ever incoherent, and when the big hearts strike together, the concussion is a little stunning."
15822,"Amity itself can only be maintained by reciprocal respect, and true friends are punctilious equals."
15869,"Latin American intellectuals sympathized with and supported Eastern Bloc dissidents, but Eastern Bloc dissidents mostly didn't give a damn about their counterparts in US domain..."
15932,"Each friend represents a world in us, a world possibly not born until they arrive, and it is only by this meeting that a new world is born."
15951,One does not make peace with one's friends. One makes peace with one's enemy.
15992,Thou large-brained woman and large-hearted man.
16041,What is the world at its best but a little round field of the moving pictures with two walking together in it?
16066,"My friends are my ""estate."" Forgive me then the avarice to hoard them."
16209,You are a good friend and we welcome you.
16329,"The friends that have it I do wrongWhenever I remake a songShould know what issue is at stake,It is myself that I remake."
16437,I don't mind telling you in confidence that I am keeping in fairly close touch with that admirable Italian gentleman.
16494,"Friendship with oneself is all-important, because without it one cannot be friends with anyone else in the world."
16536,"All love that has not friendship for its base, Is like a mansion built upon the sand."
16591,"Support a compatriot against a native, however the former may blunder or plunder."
16598,"Friends of my youth, a last adieu! haply some day we meet again; Yet ne'er the self-same men shall meet; the years shall make us other men."
16795,"Pericles was the people's friend. He was so fond of the people that he paid them to go to the Assembly and vote, and they were so fond of him that they elected him year after year."
16944,Men created civilization only to impress their girl friends
17003,"Sociability is the attraction felt by sentient beings for each other; justice is the same attraction, accompanied by reflection and knowledge."
17012,I gotta shake hands with himǃ That's one guy I know I'm better lookin' than.
17086,To live among friends is the primary essential of happiness.
17212,"If you don't have a friend who's a painter, you're in trouble."
17336,Perhaps we all give the best of our hearts uncritically -- to those who hardly think about us in return.
17348,"Ah, my friend, one may live in a big house and yet have no comfort."
17357,Every murderer is probably somebody's old friend.
17359,"I did not deceive you, mon ami. At most, I permitted you to deceive yourself."
17361,"""Nothing"", I said sadly. ""They are two delightful women!"" ""And neither of them is for you?"" finished Poirot. ""Never mind. Console yourself, my friend. We may hunt together again, who knows?"""
17392,"""Darling,"" she drawled, ""won't that be rather tiresome? If any misfortunes happen to my friends I always drop them at once! It sounds heartless, but it saves such a lot of trouble later!"""
17476,"We shall not hunt together again, my friend. Our first hunt was here — and our last ... They were good days, Yes, they have been good days..."
17531,If I saw someone destroy a piano I'd fuckin' kill 'em. Wouldn't think twice. Just defending your best friend!
17707,"Whenever a friend succeeds, a little something in me dies."
17736,"Lonely children often have imaginary playmates but I was never lonely; rather, I was solitary, and wanted no company at all other than books and movies, and my own imagination."
17927,Reprove your friend in secret and praise him openly.
18088,You know that I have had strong leanings towards Communism and have many friends among Communists.
18104,well-known fact that the likely contacts of two individuals who are closely acquainted tend to be more overlapping than those of two arbitrarily selected individuals
18132,"I have always held those political opinions which point to the universal brotherhood of man, no matter in what rank of life he may have taken his origin"
18215,We stand for an alliance with all countries without exception.
18219,Without an alliance with non-Communists in the most diverse spheres of activity there can be no question of any successful communist construction.
18318,Her cunt gripped him like a warm friendly hand.
18405,A war is not won if the defeated enemy has not been turned into a friend.
18432,"It was not a fashionable place, but even among the pleasant people there, the girls made few friends, preferring to live for one another."
18628,"Anybody can be a bum; all it takes is the right girl, the right bar and the right friends, and you are well&hellip; your buddies will see you off. They'll christen your dumpster for you."
18775,George Bush is not my neighbor.
18901,"I never had any friends later on like the ones I had when I was twelve. Jesus, did you?"
19304,conformity of goods with each other's standards
19462,"Friends share music with each other, they don't allow themselves to be divided by a system that says that nobody is supposed to have copies."
19713,"I haven't had a TV in 10 years, and I really don't miss it. 'Cause it's always so much more fun to be with people than it ever was to be with a television."
19852,Only solitary men know the full joys of friendship. Others have their family — but to a solitary and an exile his friends are everything.
19865,"Ain't it wonderful, Jim, how much people can mean to each other?"
19868,"Whatever we had missed, we possessed together the precious, the incommunicable past."
19918,"You have not that power you ought to have over him, till he comes to be more afraid of offending so good a friend than of losing some part of his future expectation."
19928,Fortunate is he who does not carry envy as a companion.
20127,"I don't know you, ma'am, and apparently I'm expected to die for you."
20178,"You're the only one that I would be glad to be close to forever, because all your secrets are bright and good and I love you for them."
20190,"He isn't insane, he's simply as trapped in his life as I am in mine. That makes us friends."
